DateTime,Trend
2012/1/15 0:00,7.46
2012/2/15 0:00,7.49
2012/3/15 0:00,7.51
2012/4/15 0:00,7.54
2012/5/15 0:00,7.56
2012/6/15 0:00,7.59
2012/7/15 0:00,7.62
2012/8/15 0:00,7.64
2012/9/15 0:00,7.67
2012/10/15 0:00,7.69
2012/11/15 0:00,7.72
2012/12/15 0:00,7.75
2013/1/15 0:00,7.77
2013/2/15 0:00,7.80
2013/3/15 0:00,7.82
2013/4/15 0:00,7.85
2013/5/15 0:00,7.87
2013/6/15 0:00,7.90
2013/7/15 0:00,7.92
2013/8/15 0:00,7.95
2013/9/15 0:00,7.98
2013/10/15 0:00,8.01
2013/11/15 0:00,8.03
2013/12/15 0:00,8.06
2014/1/15 0:00,8.09
2014/2/15 0:00,8.12
2014/3/15 0:00,8.15
2014/4/15 0:00,8.18
2014/5/15 0:00,8.20
2014/6/15 0:00,8.23
2014/7/15 0:00,8.26
2014/8/15 0:00,8.29
2014/9/15 0:00,8.32
2014/10/15 0:00,8.35
2014/11/15 0:00,8.38
2014/12/15 0:00,8.41
2015/1/15 0:00,8.44
2015/2/15 0:00,8.46
2015/3/15 0:00,8.49
2015/4/15 0:00,8.52
2015/5/15 0:00,8.54
2015/6/15 0:00,8.57
2015/7/15 0:00,8.60
2015/8/15 0:00,8.62
2015/9/15 0:00,8.65
2015/10/15 0:00,8.68
2015/11/15 0:00,8.70
2015/12/15 0:00,8.73
2016/1/15 0:00,8.76
2016/2/15 0:00,8.79
2016/3/15 0:00,8.81
2016/4/15 0:00,8.84
2016/5/15 0:00,8.87
2016/6/15 0:00,8.90
2016/7/15 0:00,8.92
2016/8/15 0:00,8.95
2016/9/15 0:00,8.98
2016/10/15 0:00,9.01
2016/11/15 0:00,9.04
2016/12/15 0:00,9.07
2017/1/15 0:00,9.10
2017/2/15 0:00,9.12
2017/3/15 0:00,9.15
2017/4/15 0:00,9.18
2017/5/15 0:00,9.21
2017/6/15 0:00,9.24
2017/7/15 0:00,9.27
2017/8/15 0:00,9.30
2017/9/15 0:00,9.33
2017/10/15 0:00,9.36
2017/11/15 0:00,9.39
2017/12/15 0:00,9.42
2018/1/15 0:00,9.44
2018/2/15 0:00,9.47
2018/3/15 0:00,9.50
2018/4/15 0:00,9.53
2018/5/15 0:00,9.56
2018/6/15 0:00,9.59
2018/7/15 0:00,9.62
2018/8/15 0:00,9.65
2018/9/15 0:00,9.67
2018/10/15 0:00,9.70
2018/11/15 0:00,9.73
2018/12/15 0:00,9.76
2019/1/15 0:00,9.79
2019/2/15 0:00,9.82
2019/3/15 0:00,9.85
2019/4/15 0:00,9.87
2019/5/15 0:00,9.90
2019/6/15 0:00,9.93
2019/7/15 0:00,9.96
2019/8/15 0:00,9.98
2019/9/15 0:00,10.01
2019/10/15 0:00,10.04
2019/11/15 0:00,10.06
2019/12/15 0:00,10.09
2020/1/15 0:00,10.12
2020/2/15 0:00,10.14
2020/3/15 0:00,10.17
2020/4/15 0:00,10.20
2020/5/15 0:00,10.22
2020/6/15 0:00,10.25
2020/7/15 0:00,10.28
2020/8/15 0:00,10.31
2020/9/15 0:00,10.34
2020/10/15 0:00,10.37
2020/11/15 0:00,10.40
2020/12/15 0:00,10.43
2021/1/15 0:00,10.46
2021/2/15 0:00,10.49
2021/3/15 0:00,10.52
2021/4/15 0:00,10.55
2021/5/15 0:00,10.58
2021/6/15 0:00,10.62
2021/7/15 0:00,10.65
2021/8/15 0:00,10.68
2021/9/15 0:00,10.72
2021/10/15 0:00,10.75
2021/11/15 0:00,10.78
2021/12/15 0:00,10.81
2022/1/15 0:00,10.85
2022/2/15 0:00,10.88
